=========================================================================
Time: Fri Dec 12 10:00:41 CET 2014
{COLLECTING:  C_DQS_LOC_COL3 0x000000000000000000000000000000000000 UPDATE STD_LOGIC_VECTOR 0x000000000000000000000000000000000000 }
{COLLECTING:  C_TCK_EDK 0 OPTIONAL_UPDATE INTEGER 0 }
{COLLECTING:  C_TCK 2500 OPTIONAL_UPDATE INTEGER 0 }
{COLLECTING:  C_TFAW -1 OPTIONAL_UPDATE INTEGER -1 }
{COLLECTING:  C_TPRDI -1 OPTIONAL_UPDATE INTEGER -1 }
{COLLECTING:  C_TRRD -1 OPTIONAL_UPDATE INTEGER -1 }
{COLLECTING:  C_TRAS -1 OPTIONAL_UPDATE INTEGER -1 }
{COLLECTING:  C_TRCD -1 OPTIONAL_UPDATE INTEGER -1 }
{COLLECTING:  C_TREFI -1 OPTIONAL_UPDATE INTEGER -1 }
{COLLECTING:  C_TRFC -1 OPTIONAL_UPDATE INTEGER -1 }
{COLLECTING:  C_TRP -1 OPTIONAL_UPDATE INTEGER -1 }
{COLLECTING:  C_TRTP -1 OPTIONAL_UPDATE INTEGER -1 }
{COLLECTING:  C_TWTR -1 OPTIONAL_UPDATE INTEGER -1 }
{COLLECTING:  C_TZQI -1 OPTIONAL_UPDATE INTEGER -1 }
{COLLECTING:  C_TZQCS -1 OPTIONAL_UPDATE INTEGER -1 }
{COLLECTING:  C_SLOT_0_CONFIG 0b00000001 UPDATE STD_LOGIC_VECTOR 0b00000001 }
{COLLECTING:  C_SLOT_1_CONFIG 0b00000000 UPDATE STD_LOGIC_VECTOR 0b00000000 }
{COLLECTING:  C_MEM_ADDR_ORDER BANK_ROW_COLUMN OPTIONAL STRING BANK_ROW_COLUMN }
{COLLECTING:  C_ECC OFF OPTIONAL STRING OFF }
{COLLECTING:  C_ECC_TEST OFF OPTIONAL STRING OFF }
{COLLECTING:  C_S_AXI_ID_WIDTH 1 UPDATE INTEGER 4 }
{COLLECTING:  C_S_AXI_ADDR_WIDTH 32 CONSTANT INTEGER 32 }
{COLLECTING:  C_S_AXI_DATA_WIDTH 32 OPTIONAL INTEGER 32 }
{COLLECTING:  C_S_AXI_SUPPORTS_NARROW_BURST Auto OPTIONAL_UPDATE INTEGER 1 }
{COLLECTING:  C_S_AXI_REG_EN0 0x00000 OPTIONAL STD_LOGIC_VECTOR 0x00000 }
{COLLECTING:  C_S_AXI_REG_EN1 0x01000 OPTIONAL STD_LOGIC_VECTOR 0x01000 }
{COLLECTING:  C_RD_WR_ARB_ALGORITHM RD_PRI_REG OPTIONAL STRING RD_PRI_REG }
{COLLECTING:  C_S_AXI_BASEADDR 0xA0000000 OPTIONAL STD_LOGIC_VECTOR 0xFFFFFFFF 0xA0000000}
{COLLECTING:  C_S_AXI_HIGHADDR 0xBFFFFFFF OPTIONAL STD_LOGIC_VECTOR 0x00000000 0xBFFFFFFF}
{COLLECTING:  C_S_AXI_PROTOCOL AXI4 CONSTANT STRING AXI4 }
{COLLECTING:  C_S_AXI_CTRL_PROTOCOL AXI4LITE CONSTANT STRING AXI4LITE }
{COLLECTING:  C_S_AXI_CTRL_ADDR_WIDTH 32 CONSTANT INTEGER 32 }
{COLLECTING:  C_S_AXI_CTRL_DATA_WIDTH 32 CONSTANT INTEGER 32 }
{COLLECTING:  C_S_AXI_CTRL_BASEADDR 0xFFFFFFFF OPTIONAL STD_LOGIC_VECTOR 0xFFFFFFFF }
{COLLECTING:  C_S_AXI_CTRL_HIGHADDR 0x00000000 OPTIONAL STD_LOGIC_VECTOR 0x00000000 }
{COLLECTING:  C_ECC_ONOFF_RESET_VALUE 1 OPTIONAL INTEGER 1 }
{COLLECTING:  C_MMCM_EXT_LOC MMCM_ADV_X0Y8 OPTIONAL STRING NOT_SET MMCM_ADV_X0Y8}
{COLLECTING:  HW_VER 1.06.a    }
{SENDING PARAMETER: C_ADDR_CMD_MODE : 1T STRING UPDATE}
{SENDING PARAMETER: C_BANK_WIDTH : 3 INTEGER OPTIONAL_UPDATE}
{SENDING PARAMETER: C_BURST_MODE : 8 STRING OPTIONAL}
{SENDING PARAMETER: C_BURST_TYPE : SEQ STRING OPTIONAL}
{SENDING PARAMETER: C_BYPASS_INIT_CAL : FAST STRING OPTIONAL}
{SENDING PARAMETER: C_CAL_WIDTH : HALF STRING OPTIONAL}
{SENDING PARAMETER: C_CK_WIDTH : 1 INTEGER OPTIONAL_UPDATE}
{SENDING PARAMETER: C_CKE_WIDTH : 1 INTEGER OPTIONAL_UPDATE}
{SENDING PARAMETER: C_CL : 6 INTEGER UPDATE}
{SENDING PARAMETER: C_COL_WIDTH : 10 INTEGER OPTIONAL_UPDATE}
{SENDING PARAMETER: C_CS_WIDTH : 1 INTEGER OPTIONAL_UPDATE}
{SENDING PARAMETER: C_CWL : 5 INTEGER UPDATE}
{SENDING PARAMETER: C_DM_WIDTH : 1 INTEGER OPTIONAL_UPDATE}
{SENDING PARAMETER: C_DQ_WIDTH : 8 INTEGER OPTIONAL_UPDATE}
{SENDING PARAMETER: C_DQS_LOC_COL0 : 0x000000000000000000000000000000020100 STD_LOGIC_VECTOR UPDATE}
{SENDING PARAMETER: C_DQS_LOC_COL1 : 0x000000000000000000000000000706050403 STD_LOGIC_VECTOR UPDATE}
{SENDING PARAMETER: C_DQS_LOC_COL2 : 0x000000000000000000000000000000000000 STD_LOGIC_VECTOR UPDATE}
{SENDING PARAMETER: C_DQS_LOC_COL3 : 0x000000000000000000000000000000000000 STD_LOGIC_VECTOR UPDATE}
{SENDING PARAMETER: C_DQS_WIDTH : 1 INTEGER OPTIONAL_UPDATE}
{SENDING PARAMETER: C_DRAM_TYPE : DDR3 STRING OPTIONAL}
{SENDING PARAMETER: C_DRAM_WIDTH : 8 INTEGER OPTIONAL}
{SENDING PARAMETER: C_ECC : OFF STRING OPTIONAL}
{SENDING PARAMETER: C_ECC_ONOFF_RESET_VALUE : 1 INTEGER OPTIONAL}
{SENDING PARAMETER: C_ECC_TEST : OFF STRING OPTIONAL}
{SENDING PARAMETER: C_INTERCONNECT_S_AXI_ACLK_RATIO : 200000000 integer UPDATE}
{SENDING PARAMETER: C_INTERCONNECT_S_AXI_AR_REGISTER : 0 integer OPTIONAL}
{SENDING PARAMETER: C_INTERCONNECT_S_AXI_AW_REGISTER : 0 integer OPTIONAL}
{SENDING PARAMETER: C_INTERCONNECT_S_AXI_B_REGISTER : 0 integer OPTIONAL}
{SENDING PARAMETER: C_INTERCONNECT_S_AXI_CTRL_ACLK_RATIO : 1 integer UPDATE}
{SENDING PARAMETER: C_INTERCONNECT_S_AXI_CTRL_AR_REGISTER : 0 integer OPTIONAL}
{SENDING PARAMETER: C_INTERCONNECT_S_AXI_CTRL_AW_REGISTER : 0 integer OPTIONAL}
{SENDING PARAMETER: C_INTERCONNECT_S_AXI_CTRL_B_REGISTER : 0 integer OPTIONAL}
{SENDING PARAMETER: C_INTERCONNECT_S_AXI_CTRL_IS_ACLK_ASYNC : 0 integer OPTIONAL_UPDATE}
{SENDING PARAMETER: C_INTERCONNECT_S_AXI_CTRL_MASTERS : none string OPTIONAL}
{SENDING PARAMETER: C_INTERCONNECT_S_AXI_CTRL_R_REGISTER : 0 integer OPTIONAL}
{SENDING PARAMETER: C_INTERCONNECT_S_AXI_CTRL_READ_ACCEPTANCE : 1 integer OPTIONAL_UPDATE}
{SENDING PARAMETER: C_INTERCONNECT_S_AXI_CTRL_READ_FIFO_DEPTH : 0 integer OPTIONAL}
{SENDING PARAMETER: C_INTERCONNECT_S_AXI_CTRL_SECURE : 0 integer OPTIONAL}
{SENDING PARAMETER: C_INTERCONNECT_S_AXI_CTRL_W_REGISTER : 0 integer OPTIONAL}
{SENDING PARAMETER: C_INTERCONNECT_S_AXI_CTRL_WRITE_ACCEPTANCE : 1 integer OPTIONAL_UPDATE}
{SENDING PARAMETER: C_INTERCONNECT_S_AXI_CTRL_WRITE_FIFO_DEPTH : 0 integer OPTIONAL}
{SENDING PARAMETER: C_INTERCONNECT_S_AXI_IS_ACLK_ASYNC : 0 integer OPTIONAL_UPDATE}
{SENDING PARAMETER: C_INTERCONNECT_S_AXI_MASTERS : {microblaze_0.M_AXI_DC & microblaze_0.M_AXI_IC} string OPTIONAL}
{SENDING PARAMETER: C_INTERCONNECT_S_AXI_R_REGISTER : 0 integer OPTIONAL}
{SENDING PARAMETER: C_INTERCONNECT_S_AXI_READ_ACCEPTANCE : 4 INTEGER OPTIONAL}
{SENDING PARAMETER: C_INTERCONNECT_S_AXI_READ_FIFO_DELAY : 0 integer OPTIONAL}
{SENDING PARAMETER: C_INTERCONNECT_S_AXI_READ_FIFO_DEPTH : 0 integer OPTIONAL}
{SENDING PARAMETER: C_INTERCONNECT_S_AXI_SECURE : 0 integer OPTIONAL}
{SENDING PARAMETER: C_INTERCONNECT_S_AXI_W_REGISTER : 0 integer OPTIONAL}
{SENDING PARAMETER: C_INTERCONNECT_S_AXI_WRITE_ACCEPTANCE : 4 INTEGER OPTIONAL}
{SENDING PARAMETER: C_INTERCONNECT_S_AXI_WRITE_FIFO_DELAY : 0 integer OPTIONAL}
{SENDING PARAMETER: C_INTERCONNECT_S_AXI_WRITE_FIFO_DEPTH : 0 integer OPTIONAL}
{SENDING PARAMETER: C_IODELAY_GRP : IODELAY_MIG STRING OPTIONAL_UPDATE}
{SENDING PARAMETER: C_IODELAY_HP_MODE : ON STRING OPTIONAL}
{SENDING PARAMETER: C_MEM_ADDR_ORDER : BANK_ROW_COLUMN STRING OPTIONAL}
{SENDING PARAMETER: C_MEM_BASEPARTNO : NOT_SET STRING OPTIONAL}
{SENDING PARAMETER: C_MEM_PARTNO : MT41J64M16XX-15E STRING REQUIRE}
{SENDING PARAMETER: C_MMCM_EXT_LOC : MMCM_ADV_X0Y8 STRING OPTIONAL}
{SENDING PARAMETER: C_NBANK_MACHS : 4 INTEGER OPTIONAL}
{SENDING PARAMETER: C_NCS_PER_RANK : 1 INTEGER OPTIONAL_UPDATE}
{SENDING PARAMETER: C_NDQS_COL0 : 1 INTEGER UPDATE}
{SENDING PARAMETER: C_NDQS_COL1 : 0 INTEGER UPDATE}
{SENDING PARAMETER: C_NDQS_COL2 : 0 INTEGER UPDATE}
{SENDING PARAMETER: C_NDQS_COL3 : 0 INTEGER UPDATE}
{SENDING PARAMETER: C_ORDERING : NORM STRING OPTIONAL}
{SENDING PARAMETER: C_OUTPUT_DRV : HIGH STRING OPTIONAL}
{SENDING PARAMETER: C_RANKS : 1 INTEGER UPDATE}
{SENDING PARAMETER: C_RD_WR_ARB_ALGORITHM : RD_PRI_REG STRING OPTIONAL}
{SENDING PARAMETER: C_REFCLK_FREQ : 200 INTEGER OPTIONAL_UPDATE}
{SENDING PARAMETER: C_REFCLK_FREQ_EDK : 1 INTEGER OPTIONAL_UPDATE}
{SENDING PARAMETER: C_REG_CTRL : OFF STRING OPTIONAL}
{SENDING PARAMETER: C_ROW_WIDTH : 13 INTEGER OPTIONAL_UPDATE}
{SENDING PARAMETER: C_RTT_NOM : 40 STRING OPTIONAL}
{SENDING PARAMETER: C_RTT_WR : OFF STRING OPTIONAL}
{SENDING PARAMETER: C_S_AXI_ADDED_AXI_PARAMS : TRUE {} CONSTANT}
{SENDING PARAMETER: C_S_AXI_ADDR_WIDTH : 32 INTEGER CONSTANT}
{SENDING PARAMETER: C_S_AXI_AXI_VER : 1.06.a {} CONSTANT}
{SENDING PARAMETER: C_S_AXI_BASEADDR : 0xA0000000 STD_LOGIC_VECTOR OPTIONAL}
{SENDING PARAMETER: C_S_AXI_CTRL_ADDED_AXI_PARAMS : TRUE {} CONSTANT}
{SENDING PARAMETER: C_S_AXI_CTRL_ADDR_WIDTH : 32 INTEGER CONSTANT}
{SENDING PARAMETER: C_S_AXI_CTRL_AXI_VER : 1.01.a {} CONSTANT}
{SENDING PARAMETER: C_S_AXI_CTRL_BASEADDR : 0xFFFFFFFF STD_LOGIC_VECTOR OPTIONAL}
{SENDING PARAMETER: C_S_AXI_CTRL_DATA_WIDTH : 32 INTEGER CONSTANT}
{SENDING PARAMETER: C_S_AXI_CTRL_HIGHADDR : 0x00000000 STD_LOGIC_VECTOR OPTIONAL}
{SENDING PARAMETER: C_S_AXI_CTRL_PROTOCOL : AXI4LITE STRING CONSTANT}
{SENDING PARAMETER: C_S_AXI_DATA_WIDTH : 32 INTEGER OPTIONAL}
{SENDING PARAMETER: C_S_AXI_HIGHADDR : 0xBFFFFFFF STD_LOGIC_VECTOR OPTIONAL}
{SENDING PARAMETER: C_S_AXI_ID_WIDTH : 1 INTEGER UPDATE}
{SENDING PARAMETER: C_S_AXI_PROTOCOL : AXI4 STRING CONSTANT}
{SENDING PARAMETER: C_S_AXI_REG_EN0 : 0x00000 STD_LOGIC_VECTOR OPTIONAL}
{SENDING PARAMETER: C_S_AXI_REG_EN1 : 0x01000 STD_LOGIC_VECTOR OPTIONAL}
{SENDING PARAMETER: C_S_AXI_SUPPORTS_NARROW_BURST : Auto INTEGER OPTIONAL_UPDATE}
{SENDING PARAMETER: C_SLOT_0_CONFIG : 0b00000001 STD_LOGIC_VECTOR UPDATE}
{SENDING PARAMETER: C_SLOT_1_CONFIG : 0b00000000 STD_LOGIC_VECTOR UPDATE}
{SENDING PARAMETER: C_TCK : 2500 INTEGER OPTIONAL_UPDATE}
{SENDING PARAMETER: C_TCK_EDK : 1 INTEGER OPTIONAL_UPDATE}
{SENDING PARAMETER: C_TFAW : -1 INTEGER OPTIONAL_UPDATE}
{SENDING PARAMETER: C_TPRDI : -1 INTEGER OPTIONAL_UPDATE}
{SENDING PARAMETER: C_TRAS : -1 INTEGER OPTIONAL_UPDATE}
{SENDING PARAMETER: C_TRCD : -1 INTEGER OPTIONAL_UPDATE}
{SENDING PARAMETER: C_TREFI : -1 INTEGER OPTIONAL_UPDATE}
{SENDING PARAMETER: C_TRFC : -1 INTEGER OPTIONAL_UPDATE}
{SENDING PARAMETER: C_TRP : -1 INTEGER OPTIONAL_UPDATE}
{SENDING PARAMETER: C_TRRD : -1 INTEGER OPTIONAL_UPDATE}
{SENDING PARAMETER: C_TRTP : -1 INTEGER OPTIONAL_UPDATE}
{SENDING PARAMETER: C_TWTR : -1 INTEGER OPTIONAL_UPDATE}
{SENDING PARAMETER: C_TZQCS : -1 INTEGER OPTIONAL_UPDATE}
{SENDING PARAMETER: C_TZQI : -1 INTEGER OPTIONAL_UPDATE}
{SENDING PARAMETER: C_USE_DM_PORT : 1 INTEGER OPTIONAL_UPDATE}
{SENDING PARAMETER: C_USE_EXTERNAL_IODELAY_CTRL : 0 INTEGER UPDATE}
{SENDING PARAMETER: HW_VER : 1.06.a {} {}}
{SENDING PARAMETER: INSTANCE : DDR3_SDRAM {} {}}
{Executing /opt/tools/Xilinx/14.7/ISE_DS/ISE/coregen/ip/xilinx/other/com/xilinx/ip/mig_v3_92/bin/lin64/mig -cg_exc_inp mig_input.txt -cg_exc_out mig_output.txt}
{SET: IGNORE C_S_AXI_HIGHADDR = 0xBFFFFFFF (BATCH:OPTIONAL::MHS:COMPVAL)}
{SET: UPDREM C_CL = 6 (BATCH:UPDATE::MPD:MPDVAL)}
{SET: UPDREM C_USE_DM_PORT = 1 (BATCH:OPTIONAL_UPDATE::MPD:MPDVAL)}
{SET: IGNORE C_INTERCONNECT_S_AXI_AW_REGISTER = 0 (BATCH:OPTIONAL::MPD:MPDVAL)}
{SET: CHECK C_CKE_WIDTH = 1 (BATCH:OPTIONAL_UPDATE:CHECK:MPD:MPDVAL)}
{SET: UPDATE C_TRRD = 7500 (BATCH:OPTIONAL_UPDATE::MPD:COMPVAL)}
{SET: IGNORE C_INTERCONNECT_S_AXI_R_REGISTER = 0 (BATCH:OPTIONAL::MPD:MPDVAL)}
{SET: IGNORE C_BURST_MODE = 8 (BATCH:OPTIONAL::MPD:MPDVAL)}
{SET: IGNORE C_S_AXI_CTRL_BASEADDR = 0xFFFFFFFF (BATCH:OPTIONAL::MPD:MPDVAL)}
{SET: IGNORE C_S_AXI_ADDR_WIDTH = 32 (BATCH:CONSTANT::MPD:MPDVAL)}
{SET: IGNORE C_DRAM_TYPE = DDR3 (BATCH:OPTIONAL::MPD:MPDVAL)}
{SET: IGNORE C_IODELAY_GRP = IODELAY_MIG (BATCH:OPTIONAL_UPDATE:SKIP_BATCH:MPD:MPDVAL)}
{SET: CHECK C_DQS_WIDTH = 1 (BATCH:OPTIONAL_UPDATE:CHECK:MHS:COMPVAL)}
{SET: UPDATE C_TZQI = 128000000 (BATCH:OPTIONAL_UPDATE::MPD:COMPVAL)}
{SET: IGNORE C_RD_WR_ARB_ALGORITHM = RD_PRI_REG (BATCH:OPTIONAL::MPD:MPDVAL)}
{SET: IGNORE C_BURST_TYPE = SEQ (BATCH:OPTIONAL::MPD:MPDVAL)}
{SET: UPDREM C_ADDR_CMD_MODE = 1T (BATCH:UPDATE::MPD:MPDVAL)}
{SET: UPDATE C_TPRDI = 1000000 (BATCH:OPTIONAL_UPDATE::MPD:COMPVAL)}
{SET: UPDREM C_REFCLK_FREQ = 200 (BATCH:OPTIONAL_UPDATE::MPD:MPDVAL)}
{SET: CHECK C_CK_WIDTH = 1 (BATCH:OPTIONAL_UPDATE:CHECK:MPD:MPDVAL)}
{SET: IGNORE C_DRAM_WIDTH = 8 (BATCH:OPTIONAL::MPD:MPDVAL)}
{SET: CHECK C_NCS_PER_RANK = 1 (BATCH:OPTIONAL_UPDATE:CHECK:MPD:MPDVAL)}
{SET: IGNORE C_INTERCONNECT_S_AXI_AR_REGISTER = 0 (BATCH:OPTIONAL::MPD:MPDVAL)}
{SET: CHECK C_CS_WIDTH = 1 (BATCH:OPTIONAL_UPDATE:CHECK:MPD:MPDVAL)}
{SET: UPDATE C_TRFC = 110000 (BATCH:OPTIONAL_UPDATE::MPD:COMPVAL)}
{SET: UPDREM C_SLOT_1_CONFIG = 0b00000000 (BATCH:UPDATE::MPD:MPDVAL)}
{SET: UPDREM C_RANKS = 1 (BATCH:UPDATE::MPD:MPDVAL)}
{SET: IGNORE C_S_AXI_CTRL_HIGHADDR = 0x00000000 (BATCH:OPTIONAL::MPD:MPDVAL)}
{SET: IGNORE C_REG_CTRL = OFF (BATCH:OPTIONAL::MPD:MPDVAL)}
{SET: IGNORE C_ECC = OFF (BATCH:OPTIONAL:CHECK:MPD:MPDVAL)}
{SET: IGNORE C_INTERCONNECT_S_AXI_SECURE = 0 (BATCH:OPTIONAL::MPD:MPDVAL)}
{SET: UPDREM C_SLOT_0_CONFIG = 0b00000001 (BATCH:UPDATE::MPD:MPDVAL)}
{SET: IGNORE C_CAL_WIDTH = HALF (BATCH:OPTIONAL::MPD:MPDVAL)}
{SET: IGNORE C_INTERCONNECT_S_AXI_READ_ACCEPTANCE = 4 (BATCH:OPTIONAL::MPD:MPDVAL)}
{SET: IGNORE C_INTERCONNECT_S_AXI_READ_FIFO_DEPTH = 0 (BATCH:OPTIONAL::MPD:MPDVAL)}
{SET: UPDATE C_TRTP = 7500 (BATCH:OPTIONAL_UPDATE::MPD:COMPVAL)}
{SET: IGNORE C_TCK = 0 (BATCH:OPTIONAL_UPDATE:SKIP_BATCH:MPD:DEFVAL)}
{SET: IGNORE C_IODELAY_HP_MODE = ON (BATCH:OPTIONAL::MPD:MPDVAL)}
{SET: CHECK C_ROW_WIDTH = 13 (BATCH:OPTIONAL_UPDATE:CHECK:MPD:MPDVAL)}
{SET: IGNORE C_DM_WIDTH = 1 (BATCH:OPTIONAL_UPDATE::MHS:COMPVAL)}
{SET: IGNORE C_ECC_ONOFF_RESET_VALUE = 1 (BATCH:OPTIONAL::MPD:MPDVAL)}
{SET: IGNORE C_S_AXI_BASEADDR = 0xA0000000 (BATCH:OPTIONAL::MHS:COMPVAL)}
{SET: IGNORE C_ORDERING = NORM (BATCH:OPTIONAL::MPD:MPDVAL)}
{SET: IGNORE C_RTT_NOM = 40 (BATCH:OPTIONAL::MPD:MPDVAL)}
{SET: UPDATE C_NDQS_COL0 = 1 (BATCH:UPDATE::MHS:COMPVAL)}
{SET: IGNORE C_S_AXI_DATA_WIDTH = 32 (BATCH:OPTIONAL::MPD:MPDVAL)}
{SET: IGNORE C_OUTPUT_DRV = HIGH (BATCH:OPTIONAL::MPD:MPDVAL)}
{SET: UPDATE C_NDQS_COL1 = 0 (BATCH:UPDATE::MHS:COMPVAL)}
